RegionType,Location Name,CBSACode,Year-Month,MortgageData
State,Oregon,41',2012-11,1.9%
State,Pennsylvania,42',2012-11,3.7%
State,Rhode Island,44',2012-11,2.9%
State,South Carolina,45',2012-11,4.2%
State,South Dakota,46',2012-11,2.3%
State,Tennessee,47',2012-11,4.2%
State,Texas,48',2012-11,4.2%
State,Utah,49',2012-11,2.5%
State,Vermont,50',2012-11,2.2%
State,Virginia,51',2012-11,2.9%
State,Washington,53',2012-11,1.9%
State,West Virginia,54',2012-11,4.3%
State,Wisconsin,55',2012-11,2.1%
State,Wyoming,56',2012-11,2.6%
National,United States,-----,2012-12,3.4%
State,Alabama,01',2012-12,4.9%
State,Alaska,02',2012-12,2.2%
State,Arizona,04',2012-12,3.0%
State,Arkansas,05',2012-12,4.3%
State,California,06',2012-12,2.6%
State,Colorado,08',2012-12,2.2%
State,Connecticut,09',2012-12,3.1%
State,Delaware,10',2012-12,3.8%
State,District of Columbia,11',2012-12,2.5%
State,Florida,12',2012-12,3.6%
State,Georgia,13',2012-12,4.7%
State,Hawaii,15',2012-12,2.1%
State,Idaho,16',2012-12,2.7%
State,Illinois,17',2012-12,3.2%
State,Indiana,18',2012-12,3.9%
State,Iowa,19',2012-12,2.5%
State,Kansas,20',2012-12,3.0%
State,Kentucky,21',2012-12,3.6%
State,Louisiana,22',2012-12,5.0%
State,Maine,23',2012-12,3.3%
State,Maryland,24',2012-12,3.7%
State,Massachusetts,25',2012-12,3.0%
State,Michigan,26',2012-12,3.6%
State,Minnesota,27',2012-12,2.2%
State,Mississippi,28',2012-12,6.5%
State,Missouri,29',2012-12,3.7%
State,Montana,30',2012-12,2.0%
State,Nebraska,31',2012-12,2.4%
State,Nevada,32',2012-12,2.9%
State,New Hampshire,33',2012-12,3.3%
State,New Jersey,34',2012-12,2.8%
State,New Mexico,35',2012-12,3.3%
State,New York,36',2012-12,3.2%
State,North Carolina,37',2012-12,4.2%
State,North Dakota,38',2012-12,1.6%
State,Ohio,39',2012-12,3.5%
State,Oklahoma,40',2012-12,3.7%
State,Oregon,41',2012-12,2.1%
State,Pennsylvania,42',2012-12,4.1%
State,Rhode Island,44',2012-12,3.3%
State,South Carolina,45',2012-12,4.4%
State,South Dakota,46',2012-12,1.8%
State,Tennessee,47',2012-12,4.4%
State,Texas,48',2012-12,4.5%
State,Utah,49',2012-12,2.7%
State,Vermont,50',2012-12,2.5%
State,Virginia,51',2012-12,3.0%
State,Washington,53',2012-12,2.0%
State,West Virginia,54',2012-12,4.7%
State,Wisconsin,55',2012-12,2.3%
State,Wyoming,56',2012-12,2.5%
National,United States,-----,2013-01,3.4%
State,Alabama,01',2013-01,4.8%
State,Alaska,02',2013-01,2.3%
State,Arizona,04',2013-01,3.0%
State,Arkansas,05',2013-01,4.5%
State,California,06',2013-01,2.6%
State,Colorado,08',2013-01,2.2%
State,Connecticut,09',2013-01,3.1%
State,Delaware,10',2013-01,4.2%
State,District of Columbia,11',2013-01,2.9%
State,Florida,12',2013-01,3.5%
State,Georgia,13',2013-01,4.8%
State,Hawaii,15',2013-01,2.1%
State,Idaho,16',2013-01,2.7%
State,Illinois,17',2013-01,3.2%
State,Indiana,18',2013-01,4.0%
State,Iowa,19',2013-01,2.6%
State,Kansas,20',2013-01,2.9%
State,Kentucky,21',2013-01,3.6%
State,Louisiana,22',2013-01,5.0%
State,Maine,23',2013-01,3.3%
State,Maryland,24',2013-01,3.8%
State,Massachusetts,25',2013-01,2.9%
State,Michigan,26',2013-01,3.6%
State,Minnesota,27',2013-01,2.3%
State,Mississippi,28',2013-01,6.6%
State,Missouri,29',2013-01,3.7%
State,Montana,30',2013-01,2.0%
State,Nebraska,31',2013-01,2.5%
State,Nevada,32',2013-01,2.8%
State,New Hampshire,33',2013-01,3.6%
State,New Jersey,34',2013-01,2.7%
State,New Mexico,35',2013-01,3.4%
State,New York,36',2013-01,3.1%
State,North Carolina,37',2013-01,4.3%
State,North Dakota,38',2013-01,1.8%
State,Ohio,39',2013-01,3.5%
State,Oklahoma,40',2013-01,3.7%
State,Oregon,41',2013-01,2.2%
State,Pennsylvania,42',2013-01,4.1%
State,Rhode Island,44',2013-01,3.4%
State,South Carolina,45',2013-01,4.6%
State,South Dakota,46',2013-01,1.8%
State,Tennessee,47',2013-01,4.3%
State,Texas,48',2013-01,4.4%
State,Utah,49',2013-01,2.6%
State,Vermont,50',2013-01,2.4%
State,Virginia,51',2013-01,3.0%
State,Washington,53',2013-01,2.1%
State,West Virginia,54',2013-01,4.9%
State,Wisconsin,55',2013-01,2.2%
State,Wyoming,56',2013-01,2.5%
National,United States,-----,2013-02,3.1%
State,Alabama,01',2013-02,4.6%
State,Alaska,02',2013-02,2.2%
State,Arizona,04',2013-02,2.7%
State,Arkansas,05',2013-02,3.8%
State,California,06',2013-02,2.4%
State,Colorado,08',2013-02,2.0%
State,Connecticut,09',2013-02,2.9%
State,Delaware,10',2013-02,3.8%
State,District of Columbia,11',2013-02,2.6%
State,Florida,12',2013-02,3.2%
State,Georgia,13',2013-02,4.4%
State,Hawaii,15',2013-02,1.9%
State,Idaho,16',2013-02,2.4%
State,Illinois,17',2013-02,2.8%
State,Indiana,18',2013-02,3.5%
State,Iowa,19',2013-02,2.3%
State,Kansas,20',2013-02,2.7%
State,Kentucky,21',2013-02,3.1%
State,Louisiana,22',2013-02,4.5%
State,Maine,23',2013-02,3.2%
State,Maryland,24',2013-02,3.5%
State,Massachusetts,25',2013-02,2.6%
State,Michigan,26',2013-02,3.3%
State,Minnesota,27',2013-02,2.0%
State,Mississippi,28',2013-02,6.0%
State,Missouri,29',2013-02,3.4%
State,Montana,30',2013-02,2.0%
State,Nebraska,31',2013-02,2.2%
State,Nevada,32',2013-02,2.5%
State,New Hampshire,33',2013-02,3.2%
State,New Jersey,34',2013-02,2.5%
State,New Mexico,35',2013-02,3.1%
State,New York,36',2013-02,2.8%
State,North Carolina,37',2013-02,3.9%
State,North Dakota,38',2013-02,1.4%
State,Ohio,39',2013-02,3.2%
State,Oklahoma,40',2013-02,3.2%
State,Oregon,41',2013-02,2.0%
State,Pennsylvania,42',2013-02,3.7%
State,Rhode Island,44',2013-02,3.3%
State,South Carolina,45',2013-02,4.2%
State,South Dakota,46',2013-02,1.7%
State,Tennessee,47',2013-02,4.0%
State,Texas,48',2013-02,4.1%
State,Utah,49',2013-02,2.4%
State,Vermont,50',2013-02,2.3%
State,Virginia,51',2013-02,2.8%
State,Washington,53',2013-02,1.9%
State,West Virginia,54',2013-02,4.4%
State,Wisconsin,55',2013-02,2.0%
State,Wyoming,56',2013-02,2.3%
National,United States,-----,2013-03,2.9%
State,Alabama,01',2013-03,4.2%
State,Alaska,02',2013-03,1.9%
State,Arizona,04',2013-03,2.5%
State,Arkansas,05',2013-03,3.3%
State,California,06',2013-03,2.4%
State,Colorado,08',2013-03,2.0%
State,Connecticut,09',2013-03,3.0%
State,Delaware,10',2013-03,3.6%
State,District of Columbia,11',2013-03,2.7%
State,Florida,12',2013-03,3.1%
State,Georgia,13',2013-03,4.2%
State,Hawaii,15',2013-03,1.9%
State,Idaho,16',2013-03,2.3%
State,Illinois,17',2013-03,2.6%
State,Indiana,18',2013-03,3.2%
State,Iowa,19',2013-03,2.2%
State,Kansas,20',2013-03,2.6%
State,Kentucky,21',2013-03,2.8%
State,Louisiana,22',2013-03,4.0%
State,Maine,23',2013-03,2.9%
State,Maryland,24',2013-03,3.4%
State,Massachusetts,25',2013-03,2.7%
State,Michigan,26',2013-03,3.1%
State,Minnesota,27',2013-03,2.0%
State,Mississippi,28',2013-03,5.2%
State,Missouri,29',2013-03,3.3%
State,Montana,30',2013-03,1.9%
State,Nebraska,31',2013-03,2.3%
State,Nevada,32',2013-03,2.4%
State,New Hampshire,33',2013-03,3.0%
State,New Jersey,34',2013-03,2.7%
State,New Mexico,35',2013-03,2.9%
State,New York,36',2013-03,2.8%
State,North Carolina,37',2013-03,3.6%
State,North Dakota,38',2013-03,1.3%
State,Ohio,39',2013-03,2.9%
State,Oklahoma,40',2013-03,3.3%
State,Oregon,41',2013-03,1.8%
State,Pennsylvania,42',2013-03,3.6%
State,Rhode Island,44',2013-03,3.3%
State,South Carolina,45',2013-03,3.8%
State,South Dakota,46',2013-03,1.7%
State,Tennessee,47',2013-03,3.7%
State,Texas,48',2013-03,3.8%
State,Utah,49',2013-03,2.3%
State,Vermont,50',2013-03,2.3%
State,Virginia,51',2013-03,2.7%
State,Washington,53',2013-03,1.8%
State,West Virginia,54',2013-03,4.0%
State,Wisconsin,55',2013-03,1.9%
State,Wyoming,56',2013-03,2.5%
National,United States,-----,2013-04,2.7%
State,Alabama,01',2013-04,3.9%
State,Alaska,02',2013-04,1.9%
State,Arizona,04',2013-04,2.3%
State,Arkansas,05',2013-04,3.1%
State,California,06',2013-04,2.1%
State,Colorado,08',2013-04,1.7%
State,Connecticut,09',2013-04,2.8%
State,Delaware,10',2013-04,3.4%
State,District of Columbia,11',2013-04,2.5%
State,Florida,12',2013-04,2.8%
State,Georgia,13',2013-04,3.8%
State,Hawaii,15',2013-04,1.6%
State,Idaho,16',2013-04,2.2%
State,Illinois,17',2013-04,2.5%
State,Indiana,18',2013-04,3.0%
State,Iowa,19',2013-04,2.0%
State,Kansas,20',2013-04,2.5%
State,Kentucky,21',2013-04,2.8%
State,Louisiana,22',2013-04,3.9%
State,Maine,23',2013-04,2.8%
State,Maryland,24',2013-04,3.1%
State,Massachusetts,25',2013-04,2.4%
State,Michigan,26',2013-04,2.9%
State,Minnesota,27',2013-04,1.9%
State,Mississippi,28',2013-04,5.1%
State,Missouri,29',2013-04,3.1%
State,Montana,30',2013-04,1.6%
State,Nebraska,31',2013-04,2.1%
State,Nevada,32',2013-04,2.3%
State,New Hampshire,33',2013-04,2.9%
State,New Jersey,34',2013-04,2.6%
State,New Mexico,35',2013-04,2.6%
State,New York,36',2013-04,2.6%
State,North Carolina,37',2013-04,3.5%
State,North Dakota,38',2013-04,1.4%
State,Ohio,39',2013-04,2.6%
State,Oklahoma,40',2013-04,3.0%
State,Oregon,41',2013-04,1.7%
State,Pennsylvania,42',2013-04,3.4%
State,Rhode Island,44',2013-04,2.8%
State,South Carolina,45',2013-04,3.6%
State,South Dakota,46',2013-04,1.7%
State,Tennessee,47',2013-04,3.7%
State,Texas,48',2013-04,3.5%
State,Utah,49',2013-04,2.1%
State,Vermont,50',2013-04,2.3%
State,Virginia,51',2013-04,2.6%
State,Washington,53',2013-04,1.7%
State,West Virginia,54',2013-04,3.8%
State,Wisconsin,55',2013-04,1.7%
State,Wyoming,56',2013-04,2.2%
National,United States,-----,2013-05,2.7%
State,Alabama,01',2013-05,3.7%
State,Alaska,02',2013-05,1.9%
State,Arizona,04',2013-05,2.2%
State,Arkansas,05',2013-05,3.3%
State,California,06',2013-05,2.0%
State,Colorado,08',2013-05,1.7%
State,Connecticut,09',2013-05,2.8%
State,Delaware,10',2013-05,3.3%
State,District of Columbia,11',2013-05,2.6%
State,Florida,12',2013-05,2.8%
State,Georgia,13',2013-05,3.6%
State,Hawaii,15',2013-05,1.5%
State,Idaho,16',2013-05,2.3%
State,Illinois,17',2013-05,2.5%
State,Indiana,18',2013-05,3.1%
State,Iowa,19',2013-05,2.0%
State,Kansas,20',2013-05,2.5%
State,Kentucky,21',2013-05,2.9%
State,Louisiana,22',2013-05,4.0%
State,Maine,23',2013-05,2.8%
State,Maryland,24',2013-05,3.1%
State,Massachusetts,25',2013-05,2.5%
State,Michigan,26',2013-05,2.9%
State,Minnesota,27',2013-05,1.9%
State,Mississippi,28',2013-05,5.3%
State,Missouri,29',2013-05,3.1%
State,Montana,30',2013-05,1.6%
State,Nebraska,31',2013-05,2.0%
State,Nevada,32',2013-05,2.2%
State,New Hampshire,33',2013-05,2.6%
State,New Jersey,34',2013-05,2.6%
State,New Mexico,35',2013-05,2.7%
State,New York,36',2013-05,2.7%
State,North Carolina,37',2013-05,3.4%
State,North Dakota,38',2013-05,1.7%
State,Ohio,39',2013-05,2.8%
State,Oklahoma,40',2013-05,2.9%
State,Oregon,41',2013-05,1.7%
State,Pennsylvania,42',2013-05,3.4%
State,Rhode Island,44',2013-05,3.0%
State,South Carolina,45',2013-05,3.4%
State,South Dakota,46',2013-05,1.7%
State,Tennessee,47',2013-05,3.7%
State,Texas,48',2013-05,3.5%
State,Utah,49',2013-05,2.1%
State,Vermont,50',2013-05,2.1%
State,Virginia,51',2013-05,2.4%
State,Washington,53',2013-05,1.6%
State,West Virginia,54',2013-05,4.1%
State,Wisconsin,55',2013-05,1.8%
State,Wyoming,56',2013-05,2.4%
National,United States,-----,2013-06,2.7%
State,Alabama,01',2013-06,3.8%
State,Alaska,02',2013-06,1.9%
State,Arizona,04',2013-06,2.2%
State,Arkansas,05',2013-06,3.3%
State,California,06',2013-06,2.0%
State,Colorado,08',2013-06,1.8%
State,Connecticut,09',2013-06,2.7%
State,Delaware,10',2013-06,3.4%
State,District of Columbia,11',2013-06,2.6%
State,Florida,12',2013-06,2.8%
State,Georgia,13',2013-06,3.6%
State,Hawaii,15',2013-06,1.5%
State,Idaho,16',2013-06,2.2%
State,Illinois,17',2013-06,2.5%
State,Indiana,18',2013-06,3.2%
State,Iowa,19',2013-06,2.1%
State,Kansas,20',2013-06,2.5%
State,Kentucky,21',2013-06,2.9%
State,Louisiana,22',2013-06,4.1%
State,Maine,23',2013-06,2.9%
State,Maryland,24',2013-06,3.1%
State,Massachusetts,25',2013-06,2.4%
State,Michigan,26',2013-06,3.0%
State,Minnesota,27',2013-06,2.0%
State,Mississippi,28',2013-06,5.2%
State,Missouri,29',2013-06,3.2%
State,Montana,30',2013-06,1.9%
State,Nebraska,31',2013-06,2.1%
State,Nevada,32',2013-06,2.2%
State,New Hampshire,33',2013-06,2.8%
State,New Jersey,34',2013-06,2.6%
State,New Mexico,35',2013-06,2.7%
State,New York,36',2013-06,2.7%
State,North Carolina,37',2013-06,3.5%
State,North Dakota,38',2013-06,1.4%
State,Ohio,39',2013-06,2.9%
State,Oklahoma,40',2013-06,2.8%
State,Oregon,41',2013-06,1.5%
State,Pennsylvania,42',2013-06,3.5%
State,Rhode Island,44',2013-06,2.9%
State,South Carolina,45',2013-06,3.6%
State,South Dakota,46',2013-06,1.4%
State,Tennessee,47',2013-06,3.7%
State,Texas,48',2013-06,3.6%
State,Utah,49',2013-06,2.1%
State,Vermont,50',2013-06,2.1%
State,Virginia,51',2013-06,2.5%
State,Washington,53',2013-06,1.6%
State,West Virginia,54',2013-06,4.3%
State,Wisconsin,55',2013-06,1.9%
State,Wyoming,56',2013-06,2.6%
National,United States,-----,2013-07,2.8%
State,Alabama,01',2013-07,4.1%
State,Alaska,02',2013-07,1.9%
State,Arizona,04',2013-07,2.3%
State,Arkansas,05',2013-07,3.4%
State,California,06',2013-07,2.0%
State,Colorado,08',2013-07,1.9%
State,Connecticut,09',2013-07,2.7%
State,Delaware,10',2013-07,3.5%
State,District of Columbia,11',2013-07,2.5%
State,Florida,12',2013-07,2.8%
State,Georgia,13',2013-07,3.7%
State,Hawaii,15',2013-07,1.6%
State,Idaho,16',2013-07,2.2%
State,Illinois,17',2013-07,2.6%
State,Indiana,18',2013-07,3.2%
State,Iowa,19',2013-07,2.3%
State,Kansas,20',2013-07,2.5%
State,Kentucky,21',2013-07,2.9%
State,Louisiana,22',2013-07,4.2%
State,Maine,23',2013-07,2.8%
State,Maryland,24',2013-07,3.1%
State,Massachusetts,25',2013-07,2.6%
State,Michigan,26',2013-07,3.0%
State,Minnesota,27',2013-07,2.1%
State,Mississippi,28',2013-07,5.6%
State,Missouri,29',2013-07,3.1%
State,Montana,30',2013-07,2.0%
State,Nebraska,31',2013-07,2.2%
State,Nevada,32',2013-07,2.1%
State,New Hampshire,33',2013-07,2.6%
State,New Jersey,34',2013-07,2.7%
State,New Mexico,35',2013-07,2.9%
State,New York,36',2013-07,2.8%
State,North Carolina,37',2013-07,3.5%
State,North Dakota,38',2013-07,1.2%
State,Ohio,39',2013-07,3.0%
State,Oklahoma,40',2013-07,2.8%
State,Oregon,41',2013-07,1.5%
State,Pennsylvania,42',2013-07,3.5%
State,Rhode Island,44',2013-07,3.0%
State,South Carolina,45',2013-07,3.7%
State,South Dakota,46',2013-07,1.8%
State,Tennessee,47',2013-07,3.8%
State,Texas,48',2013-07,3.6%
State,Utah,49',2013-07,2.1%
State,Vermont,50',2013-07,2.2%
State,Virginia,51',2013-07,2.6%
State,Washington,53',2013-07,1.6%
State,West Virginia,54',2013-07,4.3%
State,Wisconsin,55',2013-07,2.0%
State,Wyoming,56',2013-07,2.6%
National,United States,-----,2013-08,2.8%
State,Alabama,01',2013-08,4.1%
State,Alaska,02',2013-08,1.9%
State,Arizona,04',2013-08,2.3%
State,Arkansas,05',2013-08,3.6%
State,California,06',2013-08,2.0%
State,Colorado,08',2013-08,1.8%
State,Connecticut,09',2013-08,2.8%
State,Delaware,10',2013-08,3.6%
State,District of Columbia,11',2013-08,2.4%
State,Florida,12',2013-08,2.9%
State,Georgia,13',2013-08,3.8%
State,Hawaii,15',2013-08,1.6%
State,Idaho,16',2013-08,2.4%
State,Illinois,17',2013-08,2.6%
State,Indiana,18',2013-08,3.3%
State,Iowa,19',2013-08,2.2%
State,Kansas,20',2013-08,2.4%
State,Kentucky,21',2013-08,3.1%
State,Louisiana,22',2013-08,4.2%
State,Maine,23',2013-08,2.8%
State,Maryland,24',2013-08,3.1%
State,Massachusetts,25',2013-08,2.6%
State,Michigan,26',2013-08,3.0%
State,Minnesota,27',2013-08,2.0%
State,Mississippi,28',2013-08,5.6%
State,Missouri,29',2013-08,3.2%
State,Montana,30',2013-08,2.1%
State,Nebraska,31',2013-08,2.3%
State,Nevada,32',2013-08,2.2%
State,New Hampshire,33',2013-08,2.7%
State,New Jersey,34',2013-08,2.7%
State,New Mexico,35',2013-08,2.7%
State,New York,36',2013-08,2.9%
State,North Carolina,37',2013-08,3.6%
State,North Dakota,38',2013-08,1.2%
State,Ohio,39',2013-08,3.0%
State,Oklahoma,40',2013-08,2.9%
State,Oregon,41',2013-08,1.6%
State,Pennsylvania,42',2013-08,3.5%
State,Rhode Island,44',2013-08,3.1%
State,South Carolina,45',2013-08,3.7%
State,South Dakota,46',2013-08,1.8%
State,Tennessee,47',2013-08,3.8%
State,Texas,48',2013-08,3.7%
State,Utah,49',2013-08,2.2%
State,Vermont,50',2013-08,2.4%
State,Virginia,51',2013-08,2.6%
State,Washington,53',2013-08,1.7%
State,West Virginia,54',2013-08,4.4%
State,Wisconsin,55',2013-08,2.0%
State,Wyoming,56',2013-08,2.3%
National,United States,-----,2013-09,2.6%
State,Alabama,01',2013-09,3.7%
State,Alaska,02',2013-09,2.1%
State,Arizona,04',2013-09,2.1%
State,Arkansas,05',2013-09,3.5%
State,California,06',2013-09,1.8%
State,Colorado,08',2013-09,1.6%
State,Connecticut,09',2013-09,2.5%
State,Delaware,10',2013-09,2.9%
State,District of Columbia,11',2013-09,2.2%
State,Florida,12',2013-09,2.5%
State,Georgia,13',2013-09,3.4%
State,Hawaii,15',2013-09,1.3%
State,Idaho,16',2013-09,2.1%
State,Illinois,17',2013-09,2.4%
State,Indiana,18',2013-09,3.1%
State,Iowa,19',2013-09,1.8%
State,Kansas,20',2013-09,2.3%
State,Kentucky,21',2013-09,2.8%
State,Louisiana,22',2013-09,3.9%
State,Maine,23',2013-09,2.7%
State,Maryland,24',2013-09,2.8%
State,Massachusetts,25',2013-09,2.2%
State,Michigan,26',2013-09,2.7%
State,Minnesota,27',2013-09,1.7%
State,Mississippi,28',2013-09,5.2%
State,Missouri,29',2013-09,3.0%
State,Montana,30',2013-09,1.9%
State,Nebraska,31',2013-09,2.0%
State,Nevada,32',2013-09,1.9%
State,New Hampshire,33',2013-09,2.3%
State,New Jersey,34',2013-09,2.5%
State,New Mexico,35',2013-09,2.4%
State,New York,36',2013-09,2.6%
State,North Carolina,37',2013-09,3.4%
State,North Dakota,38',2013-09,1.0%
State,Ohio,39',2013-09,2.7%
State,Oklahoma,40',2013-09,2.9%
State,Oregon,41',2013-09,1.4%
State,Pennsylvania,42',2013-09,3.3%
State,Rhode Island,44',2013-09,2.8%
State,South Carolina,45',2013-09,3.6%
State,South Dakota,46',2013-09,1.6%
State,Tennessee,47',2013-09,3.3%
State,Texas,48',2013-09,3.4%
State,Utah,49',2013-09,1.9%
State,Vermont,50',2013-09,2.1%
State,Virginia,51',2013-09,2.3%
State,Washington,53',2013-09,1.6%
State,West Virginia,54',2013-09,4.0%
State,Wisconsin,55',2013-09,1.7%
State,Wyoming,56',2013-09,2.2%
National,United States,-----,2013-10,2.8%
State,Alabama,01',2013-10,4.0%
State,Alaska,02',2013-10,2.0%
State,Arizona,04',2013-10,2.3%
State,Arkansas,05',2013-10,3.5%
State,California,06',2013-10,1.9%
State,Colorado,08',2013-10,1.6%
State,Connecticut,09',2013-10,2.8%
State,Delaware,10',2013-10,3.2%
State,District of Columbia,11',2013-10,2.2%
State,Florida,12',2013-10,2.8%
State,Georgia,13',2013-10,3.8%
State,Hawaii,15',2013-10,1.6%
State,Idaho,16',2013-10,2.2%
State,Illinois,17',2013-10,2.6%
State,Indiana,18',2013-10,3.3%
State,Iowa,19',2013-10,2.1%
State,Kansas,20',2013-10,2.4%
State,Kentucky,21',2013-10,3.0%
State,Louisiana,22',2013-10,4.3%
State,Maine,23',2013-10,2.8%
State,Maryland,24',2013-10,3.0%
State,Massachusetts,25',2013-10,2.6%
State,Michigan,26',2013-10,3.0%
State,Minnesota,27',2013-10,1.9%
State,Mississippi,28',2013-10,5.7%
State,Missouri,29',2013-10,3.2%
State,Montana,30',2013-10,1.9%
State,Nebraska,31',2013-10,2.3%
State,Nevada,32',2013-10,2.2%
State,New Hampshire,33',2013-10,2.9%
State,New Jersey,34',2013-10,2.7%
State,New Mexico,35',2013-10,2.9%
State,New York,36',2013-10,2.9%
State,North Carolina,37',2013-10,3.6%
State,North Dakota,38',2013-10,1.1%
State,Ohio,39',2013-10,3.0%
State,Oklahoma,40',2013-10,3.0%
State,Oregon,41',2013-10,1.6%
State,Pennsylvania,42',2013-10,3.5%
State,Rhode Island,44',2013-10,3.0%
State,South Carolina,45',2013-10,3.7%
State,South Dakota,46',2013-10,1.7%
State,Tennessee,47',2013-10,3.7%
State,Texas,48',2013-10,3.7%
State,Utah,49',2013-10,2.2%
State,Vermont,50',2013-10,2.0%
State,Virginia,51',2013-10,2.6%
State,Washington,53',2013-10,1.6%
State,West Virginia,54',2013-10,4.3%
State,Wisconsin,55',2013-10,1.9%
State,Wyoming,56',2013-10,2.5%
National,United States,-----,2013-11,2.6%
State,Alabama,01',2013-11,3.8%
State,Alaska,02',2013-11,1.7%
State,Arizona,04',2013-11,2.2%
State,Arkansas,05',2013-11,3.6%
State,California,06',2013-11,1.8%
State,Colorado,08',2013-11,1.5%
State,Connecticut,09',2013-11,2.6%
State,Delaware,10',2013-11,3.0%
State,District of Columbia,11',2013-11,2.1%
State,Florida,12',2013-11,2.6%
State,Georgia,13',2013-11,3.5%
State,Hawaii,15',2013-11,1.6%
State,Idaho,16',2013-11,2.0%
State,Illinois,17',2013-11,2.4%
State,Indiana,18',2013-11,3.0%
State,Iowa,19',2013-11,2.0%
State,Kansas,20',2013-11,2.4%
State,Kentucky,21',2013-11,2.9%
State,Louisiana,22',2013-11,4.1%
State,Maine,23',2013-11,2.7%
State,Maryland,24',2013-11,2.8%
State,Massachusetts,25',2013-11,2.2%
State,Michigan,26',2013-11,2.8%
